timestamp,src_ip,dst_ip,event,severity
2026-09-12 09:27:03,141.98.11.104,10.0.1.12,DDoS,High
2026-09-12 09:27:47,185.156.73.120,10.0.2.16,Enumeration,Low
2026-09-12 09:28:42,141.98.11.104,10.0.1.25,DDoS,Critical
2026-09-12 09:29:55,185.156.73.120,10.0.2.20,RemoteCodeExecution,Critical
2026-09-12 09:31:16,45.95.169.14,10.0.0.5,C2Beacon,Critical
2026-09-12 09:34:39,185.156.73.120,10.0.2.22,CommandExecution,High
2026-09-12 09:35:26,198.235.24.50,10.0.5.2,PortScan,Low
2026-09-12 09:37:54,185.156.73.120,10.0.2.20,MalwareDownload,High
2026-09-12 09:39:36,45.95.169.14,10.0.0.6,DataExfiltration,Critical
2026-09-12 09:40:31,89.248.165.145,10.0.1.25,PortScan,Low
2026-09-12 09:41:11,185.156.73.120,10.0.2.16,Malware,High
2026-09-12 09:46:50,89.248.165.145,10.0.1.25,Enumeration,Low
2026-09-12 09:47:48,185.156.73.120,10.0.2.22,LateralMovement,High
2026-09-12 09:48:00,71.6.165.200,10.0.1.10,PortScan,Low
2026-09-12 09:50:57,167.94.145.96,10.0.2.20,Reconnaissance,Low
2026-09-12 09:53:23,89.248.165.145,10.0.1.20,BruteForce,Medium
2026-09-12 09:53:24,64.62.197.105,10.0.1.25,BruteForce,Low
2026-09-12 09:53:49,167.94.138.35,10.0.1.10,Enumeration,Low
2026-09-12 09:55:12,185.156.73.120,10.0.2.22,C2Beacon,High
2026-09-12 09:55:22,205.210.31.8,10.0.1.25,DoS,Low
2026-09-12 09:58:05,89.248.165.145,10.0.1.20,BruteForce,High
2026-09-12 09:59:57,205.210.31.25,10.0.1.25,Enumeration,Low
2026-09-12 10:00:16,198.199.98.246,10.0.1.25,PortScan,Low
2026-09-12 10:01:46,89.248.165.145,10.0.1.25,UnauthorizedAccess,High
2026-09-12 10:02:27,71.6.135.131,10.0.1.25,BruteForce,Low
2026-09-12 10:04:30,89.248.165.145,10.0.1.10,PowerShell,High
2026-09-12 10:08:37,71.6.135.131,10.0.1.20,BruteForce,Low
2026-09-12 10:09:15,89.248.165.145,10.0.1.11,PrivilegeEscalation,High
2026-09-12 10:09:20,45.154.255.12,10.0.2.20,PortScan,Low
2026-09-12 10:10:27,198.235.24.10,10.0.1.11,DoS,Low
2026-09-12 10:14:13,45.154.255.12,10.0.2.16,Enumeration,Low
2026-09-12 10:16:02,89.248.165.145,10.0.0.5,CredentialDumping,Critical
2026-09-12 10:17:56,45.154.255.12,10.0.2.30,RemoteCodeExecution,Critical
2026-09-12 10:22:33,45.154.255.12,10.0.2.15,CommandExecution,High
2026-09-12 10:23:22,89.248.165.145,10.0.2.16,LateralMovement,High
2026-09-12 10:24:40,45.154.255.12,10.0.2.16,MalwareDownload,High
2026-09-12 10:28:15,45.154.255.12,10.0.2.30,Malware,High
2026-09-12 10:30:31,89.248.165.145,10.0.3.10,LateralMovement,Critical
2026-09-12 10:33:02,89.248.165.145,10.0.2.22,Malware,Critical
2026-09-12 10:34:29,45.154.255.12,10.0.2.30,LateralMovement,High
2026-09-12 10:36:06,167.94.145.96,10.0.1.12,BruteForce,Low
2026-09-12 10:37:36,162.243.128.91,10.0.5.2,PortScan,Low
2026-09-12 10:41:28,103.152.220.89,10.0.10.13,Phishing,Low
2026-09-12 10:42:42,45.154.255.12,10.0.2.20,C2Beacon,High
2026-09-12 10:43:59,92.118.160.45,10.0.5.1,BruteForce,Medium
2026-09-12 10:44:33,103.152.220.89,10.0.10.55,Phishing,Medium
2026-09-12 10:45:09,64.62.197.105,10.0.5.1,PortScan,Low
2026-09-12 10:47:15,103.152.220.89,10.0.10.51,Malware,High
2026-09-12 10:47:37,89.248.165.145,10.0.3.11,DataExfiltration,Critical
2026-09-12 10:49:31,103.152.220.89,10.0.10.43,PowerShell,High
2026-09-12 10:50:34,198.199.98.246,10.0.1.12,DoS,Low
2026-09-12 10:51:44,103.152.220.89,10.0.10.63,MalwareDownload,High
2026-09-12 10:51:54,167.94.146.10,10.0.5.2,PortScan,Low
2026-09-12 10:55:12,193.142.146.21,10.0.1.25,Reconnaissance,Low
2026-09-12 10:56:36,103.152.220.89,10.0.10.18,C2Beacon,High
2026-09-12 10:58:27,193.142.146.21,10.0.1.12,PortScan,Low
2026-09-12 11:03:14,167.94.138.52,10.0.1.10,DoS,Low
2026-09-12 11:04:48,45.95.169.87,10.0.2.15,PortScan,Low
2026-09-12 11:04:50,193.142.146.21,10.0.1.12,SQLInjection,Medium
2026-09-12 11:07:24,193.142.146.21,10.0.1.10,SQLInjection,High
2026-09-12 11:07:36,45.95.169.87,10.0.2.16,Enumeration,Low
2026-09-12 11:08:09,103.152.220.89,10.0.10.56,CredentialAccess,High
2026-09-12 11:11:17,193.142.146.21,10.0.1.11,CommandExecution,High
2026-09-12 11:12:14,79.137.198.56,10.0.1.11,Reconnaissance,Low
2026-09-12 11:12:28,205.210.31.8,10.0.5.2,BruteForce,Medium
2026-09-12 11:12:48,45.95.169.87,10.0.2.30,RemoteCodeExecution,Critical
2026-09-12 11:14:23,79.137.198.56,10.0.1.20,PortScan,Low
2026-09-12 11:15:30,45.95.169.87,10.0.2.30,CommandExecution,High
2026-09-12 11:17:30,79.137.198.56,10.0.1.20,DoS,Medium
2026-09-12 11:18:14,45.95.169.87,10.0.2.15,MalwareDownload,High
2026-09-12 11:19:04,79.137.198.56,10.0.1.10,DDoS,High
2026-09-12 11:20:57,193.142.146.21,10.0.1.12,PrivilegeEscalation,Critical
2026-09-12 11:21:45,79.137.198.56,10.0.1.20,DDoS,Critical
2026-09-12 11:21:51,103.152.220.89,10.0.0.5,LateralMovement,High
2026-09-12 11:22:35,64.62.197.105,10.0.1.10,Enumeration,Low
2026-09-12 11:23:01,45.95.169.87,10.0.2.30,Malware,High
2026-09-12 11:25:09,194.38.20.45,10.0.1.12,Reconnaissance,Low
2026-09-12 11:25:52,193.142.146.21,10.0.3.11,LateralMovement,High
2026-09-12 11:26:52,194.38.20.45,10.0.1.11,PortScan,Low
2026-09-12 11:27:13,141.98.11.104,10.0.5.1,PortScan,Low
2026-09-12 11:29:03,141.98.11.89,10.0.2.30,PortScan,Low
2026-09-12 11:29:27,141.98.11.104,10.0.5.1,BruteForce,Medium
2026-09-12 11:29:28,103.152.220.89,10.0.0.5,C2Beacon,Critical
2026-09-12 11:30:39,45.95.169.87,10.0.2.20,LateralMovement,High
2026-09-12 11:30:43,194.38.20.45,10.0.1.11,DoS,Medium
2026-09-12 11:31:15,141.98.11.104,10.0.5.1,BruteForce,High
2026-09-12 11:32:13,193.142.146.21,10.0.3.15,DataExfiltration,Critical
2026-09-12 11:32:17,194.38.20.45,10.0.1.20,DDoS,High
2026-09-12 11:33:40,141.98.11.89,10.0.2.30,Enumeration,Low
2026-09-12 11:35:02,194.38.20.45,10.0.1.25,DDoS,Critical
2026-09-12 11:35:48,141.98.11.104,10.0.5.2,UnauthorizedAccess,High
2026-09-12 11:36:01,92.118.160.17,10.0.1.11,DoS,Low
2026-09-12 11:36:57,45.95.169.87,10.0.2.20,C2Beacon,High
2026-09-12 11:40:16,141.98.11.89,10.0.2.30,RemoteCodeExecution,Critical
2026-09-12 11:40:34,64.62.197.105,10.0.2.22,Reconnaissance,Low
2026-09-12 11:41:23,198.235.24.50,10.0.5.2,PortScan,Low
2026-09-12 11:42:22,71.6.165.200,10.0.5.1,PortScan,Low
2026-09-12 11:42:31,141.98.11.104,10.0.0.6,LateralMovement,High
2026-09-12 11:43:51,141.98.11.89,10.0.2.15,CommandExecution,High
2026-09-12 11:45:06,198.235.24.50,10.0.1.20,BruteForce,Low
2026-09-12 11:46:35,103.152.220.89,10.0.0.6,DataExfiltration,Critical
2026-09-12 11:47:53,141.98.11.104,10.0.0.5,CredentialDumping,Critical
2026-09-12 11:48:17,141.98.11.89,10.0.2.15,MalwareDownload,High
2026-09-12 11:52:59,141.98.11.89,10.0.2.20,Malware,High
2026-09-12 11:55:05,141.98.11.104,10.0.0.6,PrivilegeEscalation,Critical
2026-09-12 12:00:17,141.98.11.104,10.0.0.6,CommandExecution,Critical
2026-09-12 12:01:48,141.98.11.89,10.0.2.15,LateralMovement,High
2026-09-12 12:04:57,45.143.203.18,10.0.1.12,PortScan,Low
2026-09-12 12:09:34,45.143.203.18,10.0.1.20,Enumeration,Low
2026-09-12 12:10:23,141.98.11.89,10.0.2.20,C2Beacon,High
2026-09-12 12:17:09,45.143.203.18,10.0.1.12,BruteForce,Medium
2026-09-12 12:20:02,45.143.203.18,10.0.1.11,BruteForce,High
2026-09-12 12:20:23,64.62.197.100,10.0.1.10,Enumeration,Low
2026-09-12 12:23:29,45.143.203.18,10.0.1.10,UnauthorizedAccess,High
2026-09-12 12:26:14,176.119.25.33,10.0.10.44,Phishing,Low
2026-09-12 12:27:51,45.143.203.18,10.0.1.10,PowerShell,High
2026-09-12 12:29:25,176.119.25.33,10.0.10.40,Phishing,Medium
2026-09-12 12:30:04,205.210.31.25,10.0.5.2,BruteForce,Medium
2026-09-12 12:31:33,176.119.25.33,10.0.10.77,Malware,High
2026-09-12 12:33:23,45.143.203.18,10.0.1.20,PrivilegeEscalation,High
2026-09-12 12:35:18,176.119.25.33,10.0.10.39,PowerShell,High
2026-09-12 12:37:29,176.119.25.33,10.0.10.62,MalwareDownload,High
2026-09-12 12:42:56,45.143.203.18,10.0.0.6,CredentialDumping,Critical
2026-09-12 12:46:19,176.119.25.33,10.0.10.70,C2Beacon,High
2026-09-12 12:50:18,162.243.128.91,10.0.1.25,Enumeration,Low
2026-09-12 12:52:07,176.119.25.33,10.0.10.27,CredentialAccess,High
2026-09-12 12:53:12,45.143.203.18,10.0.2.22,LateralMovement,High
2026-09-12 12:57:25,89.248.165.110,10.0.5.2,PortScan,Low
2026-09-12 12:57:47,176.119.25.33,10.0.0.5,LateralMovement,High
2026-09-12 13:00:44,89.248.165.110,10.0.5.1,BruteForce,Medium
2026-09-12 13:00:45,71.6.165.200,10.0.5.1,BruteForce,Medium
2026-09-12 13:01:48,45.143.203.18,10.0.3.11,LateralMovement,Critical
2026-09-12 13:02:51,167.94.138.35,10.0.5.1,BruteForce,Medium
2026-09-12 13:03:14,89.248.165.110,10.0.5.2,BruteForce,High
2026-09-12 13:05:33,176.119.25.33,10.0.0.6,C2Beacon,Critical
2026-09-12 13:07:23,89.248.165.110,10.0.5.2,UnauthorizedAccess,High
2026-09-12 13:08:10,45.143.203.18,10.0.2.15,Malware,Critical
2026-09-12 13:13:09,89.248.165.110,10.0.0.6,LateralMovement,High
2026-09-12 13:15:31,167.94.146.10,10.0.1.20,DoS,Low
2026-09-12 13:17:49,92.118.160.45,10.0.1.25,Enumeration,Low
2026-09-12 13:19:20,45.143.203.18,10.0.3.11,DataExfiltration,Critical
2026-09-12 13:19:35,89.248.165.110,10.0.0.5,CredentialDumping,Critical
2026-09-12 13:20:27,45.143.203.18,10.0.1.20,PortScan,Low
2026-09-12 13:21:19,176.119.25.33,10.0.0.5,DataExfiltration,Critical
2026-09-12 13:22:56,89.248.165.110,10.0.0.5,PrivilegeEscalation,Critical
2026-09-12 13:27:01,45.143.203.18,10.0.1.10,Enumeration,Low
2026-09-12 13:27:03,89.248.165.110,10.0.0.5,CommandExecution,Critical
2026-09-12 13:30:37,45.143.203.18,10.0.1.25,BruteForce,Medium
2026-09-12 13:33:22,45.143.203.18,10.0.1.25,BruteForce,High
2026-09-12 13:36:12,45.143.203.18,10.0.1.11,UnauthorizedAccess,High
2026-09-12 13:37:46,198.199.98.246,10.0.1.11,Enumeration,Low
2026-09-12 13:38:23,185.156.73.120,10.0.2.15,PortScan,Low
2026-09-12 13:40:44,45.143.203.18,10.0.1.10,PowerShell,High
2026-09-12 13:41:32,185.156.73.120,10.0.2.15,Enumeration,Low
2026-09-12 13:45:41,185.156.73.120,10.0.2.30,RemoteCodeExecution,Critical
2026-09-12 13:48:03,185.156.73.120,10.0.2.22,CommandExecution,High
2026-09-12 13:48:11,45.143.203.18,10.0.1.11,PrivilegeEscalation,High
2026-09-12 13:49:51,205.210.31.25,10.0.1.20,Enumeration,Low
2026-09-12 13:51:42,185.156.73.120,10.0.2.16,MalwareDownload,High
2026-09-12 13:56:02,185.156.73.120,10.0.2.22,Malware,High
2026-09-12 13:56:42,45.143.203.18,10.0.0.5,CredentialDumping,Critical
2026-09-12 14:02:19,185.156.73.120,10.0.2.15,LateralMovement,High
2026-09-12 14:03:20,45.143.203.18,10.0.2.20,LateralMovement,High
2026-09-12 14:06:58,45.143.203.18,10.0.3.15,LateralMovement,Critical
2026-09-12 14:07:06,185.156.73.120,10.0.2.22,C2Beacon,High
2026-09-12 14:13:53,45.143.203.18,10.0.2.30,Malware,Critical
2026-09-12 14:17:19,167.94.138.52,10.0.2.16,Reconnaissance,Low
2026-09-12 14:19:00,167.94.145.96,10.0.1.10,DoS,Low
2026-09-12 14:20:07,167.94.138.52,10.0.5.1,BruteForce,Medium
2026-09-12 14:26:59,45.143.203.18,10.0.3.11,DataExfiltration,Critical
2026-09-12 14:36:24,167.94.138.35,10.0.2.22,Reconnaissance,Low
2026-09-12 14:41:43,198.235.24.50,10.0.5.2,PortScan,Low
2026-09-12 14:46:01,71.6.165.200,10.0.2.20,Reconnaissance,Low
2026-09-12 14:47:49,198.235.24.10,10.0.5.2,PortScan,Low
2026-09-12 14:49:49,167.94.146.10,10.0.1.11,Enumeration,Low
2026-09-12 14:56:41,71.6.135.131,10.0.2.16,Reconnaissance,Low
2026-09-12 15:05:45,71.6.165.200,10.0.1.12,BruteForce,Low
2026-09-12 15:09:36,64.62.197.105,10.0.1.20,Enumeration,Low
2026-09-12 15:19:10,45.143.203.54,10.0.1.12,PortScan,Low
2026-09-12 15:21:47,167.94.146.10,10.0.1.20,Enumeration,Low
2026-09-12 15:22:19,64.62.197.105,10.0.1.10,Enumeration,Low
2026-09-12 15:24:43,45.143.203.54,10.0.1.20,Enumeration,Low
2026-09-12 15:24:45,198.199.98.246,10.0.1.12,Enumeration,Low
2026-09-12 15:33:01,45.143.203.54,10.0.1.25,BruteForce,Medium
2026-09-12 15:36:40,167.94.146.10,10.0.2.22,Reconnaissance,Low
2026-09-12 15:37:45,205.210.31.8,10.0.1.10,PortScan,Low
2026-09-12 15:38:56,45.143.203.54,10.0.1.11,BruteForce,High
2026-09-12 15:40:19,45.143.203.54,10.0.1.25,UnauthorizedAccess,High
2026-09-12 15:43:19,91.240.118.99,10.0.1.12,Reconnaissance,Low
2026-09-12 15:44:29,45.143.203.54,10.0.1.11,PowerShell,High
2026-09-12 15:45:20,167.94.138.35,10.0.5.1,PortScan,Low
2026-09-12 15:45:27,198.235.24.50,10.0.1.12,BruteForce,Low
2026-09-12 15:46:06,91.240.118.99,10.0.1.25,PortScan,Low
2026-09-12 15:47:49,141.98.11.89,10.0.10.39,Phishing,Low
2026-09-12 15:49:27,89.248.165.110,10.0.1.11,PortScan,Low
2026-09-12 15:49:52,91.240.118.99,10.0.1.20,SQLInjection,Medium
2026-09-12 15:52:53,45.143.203.54,10.0.1.11,PrivilegeEscalation,High
2026-09-12 15:54:22,89.248.165.110,10.0.1.25,Enumeration,Low
2026-09-12 15:54:41,141.98.11.89,10.0.10.14,Phishing,Medium
2026-09-12 15:56:20,91.240.118.99,10.0.1.10,SQLInjection,High
2026-09-12 15:57:12,141.98.11.89,10.0.10.32,Malware,High
2026-09-12 15:59:42,141.98.11.89,10.0.10.73,PowerShell,High
2026-09-12 16:00:44,91.240.118.99,10.0.1.11,CommandExecution,High
2026-09-12 16:02:39,89.248.165.110,10.0.1.20,BruteForce,Medium
2026-09-12 16:03:06,64.62.197.105,10.0.5.2,PortScan,Low
2026-09-12 16:03:10,45.143.203.54,10.0.0.5,CredentialDumping,Critical
2026-09-12 16:03:25,198.235.24.10,10.0.1.12,Enumeration,Low
2026-09-12 16:03:34,141.98.11.89,10.0.10.47,MalwareDownload,High
2026-09-12 16:05:18,89.248.165.110,10.0.1.11,BruteForce,High
2026-09-12 16:06:39,141.98.11.89,10.0.10.48,C2Beacon,High
2026-09-12 16:07:10,91.240.118.99,10.0.1.20,PrivilegeEscalation,Critical
2026-09-12 16:07:40,89.248.165.110,10.0.1.11,UnauthorizedAccess,High
2026-09-12 16:08:17,45.143.203.54,10.0.2.16,LateralMovement,High
2026-09-12 16:09:48,89.248.165.110,10.0.1.11,PowerShell,High
2026-09-12 16:12:05,141.98.11.89,10.0.10.46,CredentialAccess,High
2026-09-12 16:12:29,91.240.118.99,10.0.3.10,LateralMovement,High
2026-09-12 16:15:01,45.143.203.54,10.0.3.10,LateralMovement,Critical
2026-09-12 16:15:31,89.248.165.110,10.0.1.25,PrivilegeEscalation,High
2026-09-12 16:20:32,45.143.203.54,10.0.2.30,Malware,Critical
2026-09-12 16:20:38,91.240.118.99,10.0.3.11,DataExfiltration,Critical
2026-09-12 16:22:04,89.248.165.110,10.0.0.5,CredentialDumping,Critical
2026-09-12 16:24:51,141.98.11.89,10.0.0.6,LateralMovement,High
2026-09-12 16:28:29,92.118.160.17,10.0.1.10,PortScan,Low
2026-09-12 16:28:29,162.243.128.91,10.0.5.1,PortScan,Low
2026-09-12 16:29:22,45.143.203.54,10.0.3.15,DataExfiltration,Critical
2026-09-12 16:30:28,141.98.11.89,10.0.0.6,C2Beacon,Critical
2026-09-12 16:34:53,89.248.165.110,10.0.2.20,LateralMovement,High
2026-09-12 16:42:45,141.98.11.89,10.0.0.5,DataExfiltration,Critical
2026-09-12 16:43:23,89.248.165.110,10.0.3.11,LateralMovement,Critical
2026-09-12 16:50:02,89.248.165.110,10.0.2.22,Malware,Critical
2026-09-12 17:02:12,89.248.165.110,10.0.3.15,DataExfiltration,Critical
2026-09-12 17:10:13,167.94.138.35,10.0.1.20,Enumeration,Low
2026-09-12 17:12:56,64.62.197.100,10.0.5.1,PortScan,Low
2026-09-12 17:15:37,64.62.197.100,10.0.1.11,Reconnaissance,Low
2026-09-12 17:17:17,167.94.138.52,10.0.1.11,Reconnaissance,Low
2026-09-12 17:23:44,167.94.146.10,10.0.5.1,BruteForce,Medium
2026-09-12 17:24:19,205.210.31.25,10.0.1.25,BruteForce,Low
2026-09-12 17:27:28,162.243.128.91,10.0.5.1,PortScan,Low
2026-09-12 17:35:47,194.38.20.11,10.0.10.62,Phishing,Low
2026-09-12 17:38:51,71.6.135.131,10.0.1.11,DoS,Low
2026-09-12 17:42:35,194.38.20.11,10.0.10.33,Phishing,Medium
2026-09-12 17:44:51,194.38.20.11,10.0.10.20,Malware,High
2026-09-12 17:47:29,85.209.11.205,10.0.1.20,PortScan,Low
2026-09-12 17:48:30,64.62.197.105,10.0.1.25,Reconnaissance,Low
2026-09-12 17:49:22,79.137.198.56,10.0.2.30,PortScan,Low
2026-09-12 17:51:20,194.38.20.11,10.0.10.40,PowerShell,High
2026-09-12 17:51:40,85.209.11.205,10.0.1.11,Enumeration,Low
2026-09-12 17:51:51,79.137.198.56,10.0.2.30,Enumeration,Low
2026-09-12 17:54:38,193.142.146.88,10.0.5.2,PortScan,Low
2026-09-12 17:55:12,79.137.198.56,10.0.2.15,RemoteCodeExecution,Critical
2026-09-12 17:57:02,194.38.20.11,10.0.10.28,MalwareDownload,High
2026-09-12 17:57:46,85.209.11.205,10.0.1.25,BruteForce,Medium
2026-09-12 17:58:51,167.94.145.96,10.0.5.2,PortScan,Low
2026-09-12 17:59:17,79.137.198.56,10.0.2.30,CommandExecution,High
2026-09-12 18:00:43,193.142.146.88,10.0.5.1,BruteForce,Medium
2026-09-12 18:02:03,193.142.146.88,10.0.5.2,BruteForce,High
2026-09-12 18:02:30,85.209.11.205,10.0.1.11,BruteForce,High
2026-09-12 18:03:36,194.38.20.11,10.0.10.42,C2Beacon,High
2026-09-12 18:04:15,85.209.11.205,10.0.1.20,UnauthorizedAccess,High
2026-09-12 18:06:05,79.137.198.56,10.0.2.16,MalwareDownload,High
2026-09-12 18:07:43,193.142.146.88,10.0.5.1,UnauthorizedAccess,High
2026-09-12 18:09:01,85.209.11.205,10.0.1.20,PowerShell,High
2026-09-12 18:09:37,79.137.198.56,10.0.2.15,Malware,High
2026-09-12 18:12:14,85.209.11.205,10.0.1.10,PrivilegeEscalation,High
2026-09-12 18:14:57,194.38.20.11,10.0.10.11,CredentialAccess,High
2026-09-12 18:16:06,195.123.246.60,10.0.1.20,Reconnaissance,Low
2026-09-12 18:16:18,193.142.146.88,10.0.0.6,LateralMovement,High
2026-09-12 18:16:38,85.209.11.205,10.0.0.6,CredentialDumping,Critical
2026-09-12 18:17:02,176.119.25.88,10.0.5.1,PortScan,Low
2026-09-12 18:18:03,79.137.198.56,10.0.2.30,LateralMovement,High
2026-09-12 18:18:36,92.118.160.17,10.0.1.12,PortScan,Low
2026-09-12 18:19:59,195.123.246.60,10.0.1.10,PortScan,Low
2026-09-12 18:21:14,64.62.197.105,10.0.5.1,BruteForce,Medium
2026-09-12 18:22:13,193.142.146.88,10.0.0.5,CredentialDumping,Critical
2026-09-12 18:22:21,176.119.25.88,10.0.5.1,BruteForce,Medium
2026-09-12 18:22:49,85.209.11.205,10.0.2.16,LateralMovement,High
2026-09-12 18:23:33,195.123.246.60,10.0.1.25,SQLInjection,Medium
2026-09-12 18:24:38,195.123.246.60,10.0.1.12,PortScan,Low
2026-09-12 18:24:50,79.137.198.56,10.0.2.15,C2Beacon,High
