timestamp,src_ip,dst_ip,event,severity
2026-09-14 04:43:17,198.51.100.77,10.0.6.1,Reconnaissance,Low
2026-09-14 04:43:20,203.0.113.88,10.0.6.50,C2Beacon,High
2026-09-14 04:43:33,193.142.59.33,10.0.5.12,DataExfiltration,Critical
2026-09-14 04:43:54,193.142.59.33,10.0.1.25,CredentialDumping,Critical
2026-09-14 04:44:35,91.240.118.140,10.0.5.44,CommandExecution,High
2026-09-14 04:44:45,91.240.118.140,10.0.4.5,CredentialDumping,Critical
2026-09-14 04:45:23,185.220.101.19,10.0.1.15,Reconnaissance,Low
2026-09-14 04:45:29,193.142.59.33,10.0.5.12,CommandExecution,High
2026-09-14 04:45:44,91.240.118.140,10.0.4.5,CommandExecution,High
2026-09-14 04:46:12,89.248.165.74,10.0.1.10,BruteForce,Low
2026-09-14 04:46:18,103.251.167.22,10.0.1.10,SQLInjection,High
2026-09-14 04:46:28,91.240.118.140,10.0.1.25,Persistence,High
2026-09-14 04:47:15,198.51.100.24,10.0.6.1,BruteForce,Medium
2026-09-14 04:47:23,92.118.160.45,10.0.1.15,PortScan,Low
2026-09-14 04:47:27,198.51.100.77,10.0.6.50,Enumeration,Low
2026-09-14 04:47:49,198.51.100.24,10.0.2.30,CommandExecution,High
2026-09-14 04:47:53,185.220.101.19,10.0.4.5,PortScan,Low
2026-09-14 04:49:38,193.142.59.33,10.0.1.25,LateralMovement,Critical
2026-09-14 04:49:45,185.220.101.19,10.0.4.5,BruteForce,Medium
2026-09-14 04:49:51,198.51.100.77,10.0.6.1,BruteForce,Medium
2026-09-14 04:50:36,103.251.167.22,10.0.2.15,RemoteCodeExecution,Critical
2026-09-14 04:51:40,203.0.113.88,10.0.6.1,Reconnaissance,Low
2026-09-14 04:52:50,103.251.167.22,10.0.1.20,CredentialAccess,High
2026-09-14 04:53:27,198.51.100.24,10.0.6.50,PowerShell,High
2026-09-14 04:53:29,92.118.160.45,10.0.1.10,DDoS,High
2026-09-14 04:53:43,92.118.160.45,10.0.1.20,DoS,Medium
2026-09-14 04:54:48,185.220.101.19,10.0.1.15,UnauthorizedAccess,High
2026-09-14 04:55:19,198.51.100.24,10.0.2.30,UnauthorizedAccess,High
2026-09-14 04:55:27,203.0.113.88,10.0.2.30,Reconnaissance,Low
2026-09-14 04:55:32,92.118.160.45,10.0.1.15,DoS,High
2026-09-14 04:55:34,198.51.100.77,10.0.6.1,UnauthorizedAccess,High
2026-09-14 04:55:54,198.51.100.24,10.0.6.1,LateralMovement,Critical
2026-09-14 04:56:06,89.248.165.74,10.0.1.25,PortScan,Low
2026-09-14 04:56:37,203.0.113.88,10.0.6.50,Enumeration,Low
2026-09-14 04:56:40,103.251.167.22,10.0.3.20,MalwareDownload,High
2026-09-14 04:57:36,203.0.113.88,10.0.6.50,Enumeration,Low
2026-09-14 04:57:37,203.0.113.88,10.0.4.5,UnauthorizedAccess,High
2026-09-14 04:57:41,185.220.101.19,10.0.1.15,PrivilegeEscalation,Critical
2026-09-14 04:58:13,45.154.255.89,10.0.5.44,DataExfiltration,Critical
2026-09-14 04:58:32,103.251.167.22,10.0.1.10,CommandExecution,High
2026-09-14 04:58:46,89.248.165.74,10.0.1.25,Reconnaissance,Low
2026-09-14 04:59:24,92.118.160.45,10.0.6.1,DDoS,Critical
2026-09-14 04:59:37,203.0.113.88,10.0.4.5,PowerShell,High
2026-09-14 05:00:52,103.251.167.22,10.0.1.20,Malware,Critical
2026-09-14 05:01:27,203.0.113.88,10.0.6.1,BruteForce,Medium
2026-09-14 05:01:53,91.240.118.140,10.0.4.5,DataExfiltration,Critical
2026-09-14 05:03:06,185.220.101.19,10.0.4.6,Reconnaissance,Low
2026-09-14 05:03:28,203.0.113.88,10.0.6.50,LateralMovement,Critical
2026-09-14 05:04:18,45.154.255.89,10.0.3.10,Persistence,High
2026-09-14 05:04:40,91.240.118.140,10.0.5.44,Persistence,High
2026-09-14 05:05:06,185.220.101.19,10.0.1.15,PortScan,Low
2026-09-14 05:05:13,198.51.100.24,10.0.2.30,C2Beacon,High
2026-09-14 05:05:38,185.220.101.19,10.0.3.10,PowerShell,High
2026-09-14 05:05:41,91.240.118.140,10.0.1.25,DataExfiltration,Critical
2026-09-14 05:06:06,103.251.167.22,10.0.3.20,PortScan,Low
2026-09-14 05:06:22,89.248.165.74,10.0.1.10,Enumeration,Low
2026-09-14 05:06:45,185.220.101.19,10.0.1.15,LateralMovement,Critical
2026-09-14 05:07:10,203.0.113.88,10.0.2.30,BruteForce,Medium
2026-09-14 05:07:17,185.220.101.19,10.0.4.6,BruteForce,Medium
2026-09-14 05:07:23,198.51.100.77,10.0.6.1,PowerShell,High
2026-09-14 05:07:27,45.154.255.89,10.0.3.10,Phishing,Medium
2026-09-14 05:08:32,103.251.167.22,10.0.1.20,SQLInjection,High
2026-09-14 05:08:42,198.51.100.77,10.0.6.50,CommandExecution,High
2026-09-14 05:09:42,92.118.160.45,10.0.6.1,PortScan,Low
2026-09-14 05:10:31,203.0.113.88,10.0.6.1,CommandExecution,High
2026-09-14 05:10:38,185.220.101.19,10.0.4.5,CredentialDumping,Critical
2026-09-14 05:11:07,198.51.100.77,10.0.6.50,C2Beacon,High
2026-09-14 05:12:05,103.251.167.22,10.0.1.20,CommandExecution,High
2026-09-14 05:12:10,45.154.255.89,10.0.5.12,UnauthorizedAccess,High
2026-09-14 05:12:25,103.251.167.22,10.0.1.20,PortScan,Low
2026-09-14 05:13:24,185.220.101.19,10.0.3.10,CredentialDumping,Critical
2026-09-14 05:13:31,198.51.100.77,10.0.6.1,LateralMovement,Critical
2026-09-14 05:13:39,203.0.113.88,10.0.6.1,UnauthorizedAccess,High
2026-09-14 05:13:40,45.154.255.89,10.0.5.44,PrivilegeEscalation,Critical
2026-09-14 05:14:07,89.248.165.74,10.0.1.25,BruteForce,Low
2026-09-14 05:14:33,92.118.160.45,10.0.6.1,DoS,Medium
2026-09-14 05:15:38,92.118.160.45,10.0.6.1,DDoS,High
2026-09-14 05:15:44,103.251.167.22,10.0.1.10,LateralMovement,High
2026-09-14 05:17:42,92.118.160.45,10.0.6.1,DoS,High
2026-09-14 05:17:52,92.118.160.45,10.0.1.15,DDoS,Critical
2026-09-14 05:18:17,103.251.167.22,10.0.1.20,RemoteCodeExecution,Critical
2026-09-14 05:18:17,103.251.167.22,10.0.1.20,SQLInjection,High
2026-09-14 05:18:24,103.251.167.22,10.0.2.15,CommandExecution,High
2026-09-14 05:18:47,185.220.101.19,10.0.2.10,UnauthorizedAccess,High
2026-09-14 05:19:06,45.154.255.89,10.0.5.12,LateralMovement,Critical
2026-09-14 05:19:44,203.0.113.88,10.0.2.30,PowerShell,High
2026-09-14 05:20:26,103.251.167.22,10.0.3.20,LateralMovement,High
2026-09-14 05:20:37,103.251.167.22,10.0.3.20,RemoteCodeExecution,Critical
2026-09-14 05:21:27,198.235.24.50,10.0.1.15,PortScan,Low
2026-09-14 05:21:52,203.0.113.88,10.0.4.5,CommandExecution,High
2026-09-14 05:22:20,103.251.167.22,10.0.1.20,DataExfiltration,Critical
2026-09-14 05:23:34,203.0.113.88,10.0.6.1,C2Beacon,High
2026-09-14 05:24:26,198.235.24.50,10.0.6.1,DoS,Medium
2026-09-14 05:25:16,185.220.101.19,10.0.4.6,C2Beacon,High
2026-09-14 05:25:39,45.154.255.89,10.0.1.25,CredentialDumping,Critical
2026-09-14 05:27:20,185.220.101.19,10.0.4.5,PowerShell,High
2026-09-14 05:27:51,185.220.101.19,10.0.4.6,PrivilegeEscalation,Critical
2026-09-14 05:27:54,185.220.101.19,10.0.4.5,C2Beacon,High
2026-09-14 05:28:40,103.251.167.22,10.0.1.10,DataExfiltration,Critical
2026-09-14 05:29:54,198.235.24.50,10.0.1.20,DoS,High
2026-09-14 05:30:18,103.251.167.22,10.0.1.20,CredentialAccess,High
2026-09-14 05:30:38,103.251.167.22,10.0.3.20,MalwareDownload,High
2026-09-14 05:30:39,185.220.101.19,10.0.4.6,DataExfiltration,Critical
2026-09-14 05:31:07,103.251.167.22,10.0.1.10,Malware,Critical
2026-09-14 05:31:39,203.0.113.88,10.0.6.50,LateralMovement,Critical
2026-09-14 05:31:49,45.154.255.89,10.0.5.12,DataExfiltration,Critical
2026-09-14 05:32:10,103.251.167.22,10.0.1.10,MalwareDownload,High
2026-09-14 05:33:06,203.0.113.88,10.0.6.1,C2Beacon,High
2026-09-14 05:34:42,175.45.176.8,10.0.1.20,PortScan,Low
2026-09-14 05:36:22,71.6.135.131,10.0.1.10,PortScan,Low
2026-09-14 05:36:23,198.235.24.50,10.0.1.20,DDoS,High
2026-09-14 05:37:07,45.154.255.89,10.0.1.25,CommandExecution,High
2026-09-14 05:37:55,185.220.101.5,10.0.4.5,Reconnaissance,Low
2026-09-14 05:38:29,175.45.176.8,10.0.2.15,SQLInjection,High
2026-09-14 05:39:50,71.6.135.131,10.0.1.25,Reconnaissance,Low
2026-09-14 05:40:12,103.251.167.22,10.0.3.20,LateralMovement,High
2026-09-14 05:40:33,175.45.176.8,10.0.1.20,CommandExecution,High
2026-09-14 05:40:34,71.6.135.131,10.0.1.50,Enumeration,Low
2026-09-14 05:41:05,198.51.100.24,10.0.4.5,Reconnaissance,Low
2026-09-14 05:42:20,45.154.255.89,10.0.5.44,Persistence,High
2026-09-14 05:42:37,103.251.167.22,10.0.2.15,Malware,Critical
2026-09-14 05:42:44,103.251.167.22,10.0.1.10,CredentialAccess,High
2026-09-14 05:42:48,185.220.101.5,10.0.1.15,PortScan,Low
2026-09-14 05:43:29,89.248.165.74,10.0.1.25,PortScan,Low
2026-09-14 05:43:35,198.51.100.24,10.0.6.50,Enumeration,Low
2026-09-14 05:44:21,89.248.165.74,10.0.1.12,PortScan,Low
2026-09-14 05:44:26,103.251.167.22,10.0.3.20,DataExfiltration,Critical
2026-09-14 05:45:15,185.220.101.19,10.0.3.10,LateralMovement,Critical
2026-09-14 05:45:15,71.6.135.131,10.0.1.12,BruteForce,Low
2026-09-14 05:45:26,198.235.24.50,10.0.1.10,DDoS,Critical
2026-09-14 05:45:48,185.220.101.5,10.0.2.10,BruteForce,Medium
2026-09-14 05:46:16,175.45.176.8,10.0.1.20,RemoteCodeExecution,Critical
2026-09-14 05:48:36,185.220.101.19,10.0.2.10,DataExfiltration,Critical
2026-09-14 05:48:36,89.248.165.74,10.0.1.12,Reconnaissance,Low
2026-09-14 05:49:09,89.248.165.74,10.0.1.25,BruteForce,Low
2026-09-14 05:49:28,198.51.100.24,10.0.2.30,PowerShell,High
2026-09-14 05:49:40,89.248.165.74,10.0.1.12,Enumeration,Low
2026-09-14 05:49:48,89.248.165.74,10.0.1.10,Reconnaissance,Low
2026-09-14 05:50:30,175.45.176.8,10.0.2.15,DataExfiltration,Critical
2026-09-14 05:51:53,198.51.100.24,10.0.6.1,BruteForce,Medium
2026-09-14 05:52:50,175.45.176.8,10.0.1.20,CredentialAccess,High
2026-09-14 05:54:14,175.45.176.8,10.0.2.15,MalwareDownload,High
2026-09-14 05:55:12,198.51.100.24,10.0.6.1,C2Beacon,High
2026-09-14 05:55:19,185.220.101.5,10.0.3.10,UnauthorizedAccess,High
2026-09-14 05:56:30,89.248.165.74,10.0.1.10,Enumeration,Low
2026-09-14 05:57:16,45.154.255.89,10.0.5.44,Phishing,Medium
2026-09-14 05:58:08,194.38.20.10,10.0.1.50,PortScan,Low
2026-09-14 05:58:28,185.220.101.5,10.0.1.15,LateralMovement,Critical
2026-09-14 05:59:22,175.45.176.8,10.0.1.20,Malware,Critical
2026-09-14 05:59:39,198.51.100.24,10.0.2.30,UnauthorizedAccess,High
2026-09-14 05:59:43,89.248.165.74,10.0.1.50,BruteForce,Low
2026-09-14 06:01:25,185.220.101.5,10.0.3.10,PowerShell,High
2026-09-14 06:01:35,198.51.100.24,10.0.2.30,CommandExecution,High
2026-09-14 06:01:40,45.154.255.89,10.0.3.10,UnauthorizedAccess,High
2026-09-14 06:04:25,185.220.101.5,10.0.1.15,DataExfiltration,Critical
2026-09-14 06:04:48,194.38.20.10,10.0.1.50,Reconnaissance,Low
2026-09-14 06:06:39,45.154.255.89,10.0.5.12,CredentialDumping,Critical
2026-09-14 06:07:25,185.220.101.5,10.0.2.10,CredentialDumping,Critical
2026-09-14 06:07:35,194.38.20.10,10.0.1.25,BruteForce,Low
2026-09-14 06:07:37,45.154.255.89,10.0.4.5,CommandExecution,High
2026-09-14 06:07:41,45.154.255.89,10.0.5.12,PrivilegeEscalation,Critical
2026-09-14 06:10:06,194.38.20.10,10.0.1.10,Enumeration,Low
2026-09-14 06:13:19,185.220.101.5,10.0.4.6,PrivilegeEscalation,Critical
2026-09-14 06:15:45,45.154.255.89,10.0.4.5,DataExfiltration,Critical
2026-09-14 06:16:05,198.51.100.77,10.0.4.5,Reconnaissance,Low
2026-09-14 06:16:10,175.45.176.8,10.0.1.20,LateralMovement,High
2026-09-14 06:17:18,185.156.73.120,10.0.1.15,PortScan,Low
2026-09-14 06:17:19,198.235.24.50,10.0.1.20,PortScan,Low
2026-09-14 06:17:27,198.51.100.24,10.0.4.5,LateralMovement,Critical
2026-09-14 06:17:41,185.220.101.5,10.0.4.5,C2Beacon,High
2026-09-14 06:18:51,198.51.100.77,10.0.4.5,Enumeration,Low
2026-09-14 06:19:17,198.235.24.50,10.0.1.15,DoS,Medium
2026-09-14 06:19:35,167.94.145.96,10.0.1.20,PortScan,Low
2026-09-14 06:20:27,210.180.12.89,10.0.3.20,PortScan,Low
2026-09-14 06:20:27,185.156.73.120,10.0.1.15,DoS,Medium
2026-09-14 06:21:51,45.154.255.89,10.0.5.12,LateralMovement,Critical
2026-09-14 06:21:54,185.220.101.5,10.0.4.6,Reconnaissance,Low
2026-09-14 06:22:38,167.94.145.96,10.0.6.1,DoS,Medium
2026-09-14 06:25:43,45.154.255.89,10.0.4.5,Persistence,High
2026-09-14 06:25:48,203.0.113.88,10.0.6.50,Reconnaissance,Low
2026-09-14 06:26:19,210.180.12.89,10.0.1.20,SQLInjection,High
2026-09-14 06:26:46,185.220.101.5,10.0.2.10,PortScan,Low
2026-09-14 06:26:46,185.156.73.120,10.0.1.20,DDoS,High
2026-09-14 06:26:48,198.51.100.77,10.0.6.50,BruteForce,Medium
2026-09-14 06:27:23,203.0.113.88,10.0.2.30,Reconnaissance,Low
2026-09-14 06:27:25,198.235.24.50,10.0.1.15,DoS,High
2026-09-14 06:28:07,198.51.100.77,10.0.2.30,PowerShell,High
2026-09-14 06:28:12,175.45.176.8,10.0.1.10,PortScan,Low
2026-09-14 06:28:24,210.180.12.89,10.0.2.15,RemoteCodeExecution,Critical
2026-09-14 06:28:33,45.154.255.89,10.0.4.5,Phishing,Medium
2026-09-14 06:28:48,198.51.100.77,10.0.6.1,UnauthorizedAccess,High
2026-09-14 06:28:50,198.51.100.77,10.0.4.5,LateralMovement,Critical
2026-09-14 06:29:27,210.180.12.89,10.0.3.20,CommandExecution,High
2026-09-14 06:29:36,185.156.73.120,10.0.1.10,DoS,High
2026-09-14 06:29:39,198.235.24.50,10.0.1.20,DDoS,High
2026-09-14 06:29:45,167.94.145.96,10.0.6.1,DoS,High
2026-09-14 06:30:40,185.220.101.19,10.0.4.5,Reconnaissance,Low
2026-09-14 06:31:16,203.0.113.88,10.0.2.30,Enumeration,Low
2026-09-14 06:31:31,91.240.118.140,10.0.1.25,Phishing,Medium
2026-09-14 06:32:11,175.45.176.8,10.0.1.10,RemoteCodeExecution,Critical
2026-09-14 06:32:26,45.154.255.89,10.0.5.44,UnauthorizedAccess,High
2026-09-14 06:32:46,203.0.113.88,10.0.6.1,Enumeration,Low
2026-09-14 06:32:55,45.154.255.89,10.0.5.44,PrivilegeEscalation,Critical
2026-09-14 06:33:16,185.156.73.120,10.0.1.10,DDoS,Critical
2026-09-14 06:33:17,185.220.101.5,10.0.4.6,BruteForce,Medium
2026-09-14 06:33:28,185.220.101.19,10.0.3.10,Reconnaissance,Low
2026-09-14 06:33:38,203.0.113.88,10.0.2.30,UnauthorizedAccess,High
2026-09-14 06:33:51,203.0.113.88,10.0.6.1,BruteForce,Medium
2026-09-14 06:34:30,203.0.113.88,10.0.6.1,UnauthorizedAccess,High
2026-09-14 06:34:36,185.220.101.19,10.0.4.5,BruteForce,Medium
2026-09-14 06:34:44,175.45.176.8,10.0.2.15,SQLInjection,High
2026-09-14 06:35:12,91.240.118.140,10.0.5.44,UnauthorizedAccess,High
2026-09-14 06:35:22,185.220.101.19,10.0.1.15,PortScan,Low
2026-09-14 06:35:28,185.220.101.19,10.0.4.5,PortScan,Low
2026-09-14 06:35:53,203.0.113.88,10.0.4.5,BruteForce,Medium
2026-09-14 06:36:08,175.45.176.8,10.0.2.15,MalwareDownload,High
2026-09-14 06:36:29,210.180.12.89,10.0.3.20,DataExfiltration,Critical
2026-09-14 06:36:39,185.220.101.5,10.0.4.6,UnauthorizedAccess,High
2026-09-14 06:36:51,198.51.100.77,10.0.6.50,CommandExecution,High
2026-09-14 06:37:06,194.26.29.112,10.0.1.15,Reconnaissance,Low
2026-09-14 06:37:07,45.154.255.89,10.0.4.5,CredentialDumping,Critical
2026-09-14 06:37:11,198.51.100.77,10.0.6.50,C2Beacon,High
2026-09-14 06:37:33,185.220.101.5,10.0.2.10,PowerShell,High
2026-09-14 06:37:36,175.45.176.8,10.0.2.15,CommandExecution,High
2026-09-14 06:37:36,167.94.145.96,10.0.1.20,DDoS,High
2026-09-14 06:37:52,203.0.113.88,10.0.4.5,PowerShell,High
2026-09-14 06:37:52,198.235.24.50,10.0.1.20,DDoS,Critical
2026-09-14 06:38:14,175.45.176.8,10.0.1.20,Malware,Critical
2026-09-14 06:39:06,91.240.118.140,10.0.5.44,LateralMovement,Critical
2026-09-14 06:40:25,45.154.255.89,10.0.5.12,LateralMovement,Critical
2026-09-14 06:40:45,175.45.176.8,10.0.1.10,CredentialAccess,High
2026-09-14 06:40:45,210.180.12.89,10.0.2.15,MalwareDownload,High
2026-09-14 06:41:05,185.220.101.5,10.0.4.6,CredentialDumping,Critical
2026-09-14 06:41:14,91.240.118.140,10.0.4.5,PrivilegeEscalation,Critical
2026-09-14 06:41:41,203.0.113.88,10.0.6.50,C2Beacon,High
2026-09-14 06:41:53,210.180.12.89,10.0.2.15,LateralMovement,High
2026-09-14 06:42:11,203.0.113.88,10.0.6.50,CommandExecution,High
2026-09-14 06:42:51,194.26.29.112,10.0.1.15,PortScan,Low
2026-09-14 06:43:17,185.220.101.19,10.0.1.15,CredentialDumping,Critical
2026-09-14 06:43:21,203.0.113.88,10.0.6.50,PowerShell,High
2026-09-14 06:43:55,167.94.145.96,10.0.1.20,DDoS,Critical
2026-09-14 06:44:28,210.180.12.89,10.0.3.20,CredentialAccess,High
2026-09-14 06:45:23,203.0.113.88,10.0.2.30,LateralMovement,Critical
2026-09-14 06:45:26,210.180.12.89,10.0.2.15,Malware,Critical
2026-09-14 06:45:44,185.220.101.19,10.0.4.5,BruteForce,Medium
2026-09-14 06:46:22,91.240.118.140,10.0.5.12,CredentialDumping,Critical
2026-09-14 06:47:53,194.26.29.112,10.0.3.10,BruteForce,Medium
2026-09-14 06:48:15,185.220.101.19,10.0.4.6,UnauthorizedAccess,High
2026-09-14 06:48:27,185.220.101.19,10.0.4.5,UnauthorizedAccess,High
2026-09-14 06:48:44,71.6.135.131,10.0.1.25,PortScan,Low
2026-09-14 06:48:50,203.0.113.88,10.0.6.50,Reconnaissance,Low
2026-09-14 06:49:14,203.0.113.88,10.0.2.30,LateralMovement,Critical
2026-09-14 06:49:15,185.220.101.19,10.0.4.5,C2Beacon,High
2026-09-14 06:49:22,45.154.255.89,10.0.3.10,Persistence,High
2026-09-14 06:49:25,91.240.118.140,10.0.3.10,DataExfiltration,Critical
2026-09-14 06:50:36,203.0.113.88,10.0.4.5,CommandExecution,High
2026-09-14 06:51:28,185.220.101.5,10.0.4.6,PrivilegeEscalation,Critical
2026-09-14 06:51:35,203.0.113.88,10.0.6.50,Enumeration,Low
2026-09-14 06:51:36,91.240.118.140,10.0.5.12,CommandExecution,High
2026-09-14 06:52:33,45.154.255.89,10.0.5.12,DataExfiltration,Critical
2026-09-14 06:52:42,71.6.135.131,10.0.1.10,Reconnaissance,Low
2026-09-14 06:53:08,210.180.12.89,10.0.1.20,PortScan,Low
2026-09-14 06:53:09,203.0.113.88,10.0.2.30,C2Beacon,High
2026-09-14 06:53:38,194.26.29.112,10.0.4.6,C2Beacon,High
2026-09-14 06:53:39,45.154.255.89,10.0.5.12,CommandExecution,High
2026-09-14 06:53:54,185.220.101.19,10.0.3.10,PowerShell,High
2026-09-14 06:54:07,71.6.135.131,10.0.1.12,BruteForce,Low
2026-09-14 06:54:47,185.220.101.19,10.0.3.10,PowerShell,High
2026-09-14 06:55:19,185.220.101.19,10.0.4.5,CredentialDumping,Critical
2026-09-14 06:55:48,194.26.29.112,10.0.4.6,UnauthorizedAccess,High
2026-09-14 06:56:05,203.0.113.88,10.0.6.1,BruteForce,Medium
2026-09-14 06:57:12,91.240.118.140,10.0.4.5,Phishing,Medium
2026-09-14 06:57:19,194.26.29.112,10.0.2.10,CredentialDumping,Critical
2026-09-14 06:58:35,210.180.12.89,10.0.2.15,SQLInjection,High
2026-09-14 06:58:48,185.220.101.19,10.0.2.10,LateralMovement,Critical
2026-09-14 06:59:55,91.240.118.140,10.0.1.25,Persistence,High
2026-09-14 07:00:17,185.220.101.5,10.0.4.6,Reconnaissance,Low
2026-09-14 07:00:28,175.45.176.8,10.0.3.20,DataExfiltration,Critical
2026-09-14 07:00:39,71.6.135.131,10.0.1.10,Enumeration,Low
2026-09-14 07:00:47,203.0.113.88,10.0.6.1,UnauthorizedAccess,High
2026-09-14 07:01:05,185.220.101.19,10.0.4.5,LateralMovement,Critical
